"id","username","location","relationship_type","target"
14555,"huyuxuan","","follower","usmarine1776"
14556,"sexygirl","","follower","usmarine1776"
14557,"sandraharry_2611","","follower","usmarine1776"
14558,"zhanying","","follower","usmarine1776"
14559,"gregloucks","🇺🇸 USA","follower","usmarine1776"
14560,"darepuz","","follower","usmarine1776"
14561,"yisheng20110906","","follower","usmarine1776"
14562,"jessicatsui999","","follower","usmarine1776"
14563,"shuai146","","follower","usmarine1776"
14564,"rsgc74","","follower","usmarine1776"
14565,"ccp444444_","塞舌尔","follower","usmarine1776"
14566,"pgktd","","follower","usmarine1776"
14567,"operationfollow","⬇️Join @OHMichael’s Meme Group","follower","usmarine1776"
14568,"edivaldo1000","Distrito federal/brasil","follower","usmarine1776"
14569,"prsise","","follower","usmarine1776"
14570,"guoban","https://nfscofficial.com/","follower","usmarine1776"
14571,"deniseharrison","Maine","follower","usmarine1776"
14572,"tresa","","follower","usmarine1776"
14573,"zhangwenbing999","","follower","usmarine1776"
14574,"12abcd","","follower","usmarine1776"
14575,"daolai","Free Miles Guo Now !","follower","usmarine1776"
14576,"anniescity","","follower","usmarine1776"
14577,"mason","Taiwan","follower","usmarine1776"
14578,"wu9677","","follower","usmarine1776"
14579,"mingpeng777","Our Himalaya🏔️NFSC","follower","usmarine1776"
14580,"teachingpeacey","","follower","usmarine1776"
14581,"real_ataf","AZ+CA+FL+HI+IN+KY+NY+NV+TN+TX","follower","usmarine1776"
14582,"angelahoa","San Diego California","follower","usmarine1776"
14583,"abcd88","","follower","usmarine1776"
14584,"khadis310","Washington DC","follower","usmarine1776"
14585,"kellyranea","Valley Springs California","follower","usmarine1776"
14586,"joucedusing","Texas","follower","usmarine1776"
14587,"officialjfrb","Laguna Beach, CA","follower","usmarine1776"
14588,"succulent","","follower","usmarine1776"
14589,"mywordtheword","THE WORD in MY NAME in ONE GOD","follower","usmarine1776"
14590,"wokent","US","follower","usmarine1776"
14591,"natalyultramagaq","California","follower","usmarine1776"
14592,"evayan","Los Angles","follower","usmarine1776"
14593,"brucekong","","follower","usmarine1776"
14594,"moonlightvv","wonderland","follower","usmarine1776"
14595,"wenzhe","巨婴福利院","follower","usmarine1776"
14596,"nattalie","","follower","usmarine1776"
14597,"songpeng","法治基金","follower","usmarine1776"
14598,"michaelldevis","Texas","follower","usmarine1776"
14599,"lindaag","Upstate New York","follower","usmarine1776"
14600,"annylynch28","","follower","usmarine1776"
14601,"litran","","follower","usmarine1776"
14602,"unija","","follower","usmarine1776"
14603,"xingyun1970","","follower","usmarine1776"
14604,"jamiroquan","","follower","usmarine1776"
14605,"gettr","New York, NY","following","usmarine1776"
14606,"lucasmiles","South Bend, Indiana","following","usmarine1776"
14607,"entrepreneur","Irvine, CA","following","usmarine1776"
14608,"joannamiller","","following","usmarine1776"
14609,"robbystarbuck","Nashville, TN","following","usmarine1776"
14610,"realamvoice","13276 East Freemont Place Cent","following","usmarine1776"
14611,"tulsigabbard","Hawai'i","following","usmarine1776"
14612,"jessanderson","","following","usmarine1776"
14613,"kelleyannyates","Amelia Island","following","usmarine1776"
14614,"robsmithonline","NYC/FL","following","usmarine1776"
14615,"tpusa","The United States of America","following","usmarine1776"
14616,"louderwithcrowder","United States","following","usmarine1776"
14617,"infowars","Austin, Texas","following","usmarine1776"
14618,"wokepoints","Out there someplace.. Overseas","following","usmarine1776"
14619,"bretweinstein","Oregon, USA","following","usmarine1776"
14620,"johnschneider","","following","usmarine1776"
14621,"speakermccarthy","Bakersfield, CA","following","usmarine1776"
14622,"worddaughter","","following","usmarine1776"
14623,"citizen_b","DO NOT ASK!","following","usmarine1776"
14624,"patricia_mf","🇺🇸","following","usmarine1776"
14625,"officialrealworld","","following","usmarine1776"
14626,"kofa1","RGV (Little México) Texas","following","usmarine1776"
14627,"oldrowpups","United States","following","usmarine1776"
14628,"milesguo","","following","usmarine1776"
14629,"marcoedu","Curitiba PR.","following","usmarine1776"
14630,"olivercanada","","following","usmarine1776"
14631,"carolking8001","Rice Virginia","following","usmarine1776"
14632,"timrunshismouth","Texas","following","usmarine1776"
14633,"mostlypeacful","","following","usmarine1776"
14634,"saorsa1776","North Carolina","following","usmarine1776"
14635,"jovanhpulitzer","","following","usmarine1776"
14636,"jayobernolte","Hesperia, CA","following","usmarine1776"
14637,"repandybiggsaz","Arizona, USA","following","usmarine1776"
14638,"spencerfernando","","following","usmarine1776"
14639,"martyupnorth","51°11' N  114°19' W","following","usmarine1776"
14640,"senronjohnson","Oshkosh, WI","following","usmarine1776"
14641,"danielledsouzag","IG: @danielledsouzagill","following","usmarine1776"
14642,"lioncubeaglet","null","following","usmarine1776"
14643,"janjekielek","New York, New York","following","usmarine1776"
14644,"btbofficial","2035 DeGen Island","following","usmarine1776"
14645,"oldrowoutdoors","","following","usmarine1776"
14646,"zaramoreno","Maryland Baltimore city 🌃","following","usmarine1776"
14647,"catturd2","","following","usmarine1776"
14648,"realchucknellis","Great State of North Carolina!","following","usmarine1776"
14649,"capitolreport","","following","usmarine1776"
14650,"jdvance1","Cincinnati, OH","following","usmarine1776"
14651,"jamesokeefeiii","New York","following","usmarine1776"
14652,"frankgaffney","Washington, DC","following","usmarine1776"
14653,"tuckercarlson","Washington, DC","following","usmarine1776"
14654,"theleoterrell","Los Angeles","following","usmarine1776"
14655,"takedown1234567","新中國聯邦","follower","stevie85068633"
14656,"shelly_","🌏 planet earth 🌎","follower","stevie85068633"
14657,"worldanimals","","follower","stevie85068633"
14658,"wefun","","follower","stevie85068633"
14659,"austengallina3u","","follower","stevie85068633"
14660,"jennifer62527","New York","follower","stevie85068633"
14661,"sf2557","Miami Florida","follower","stevie85068633"
14662,"sjy_4499","","follower","stevie85068633"
14663,"gdoller","神奈川县","follower","stevie85068633"
14664,"nancy_4397","","follower","stevie85068633"
14665,"daolai","Free Miles Guo Now !","follower","stevie85068633"
14666,"free777","","follower","stevie85068633"
14667,"martinmarueen_6529","","follower","stevie85068633"
14668,"madisondave111","Miami Florida","follower","stevie85068633"
14669,"q144114","火星","follower","stevie85068633"
14670,"xiaoci","新中国联邦","follower","stevie85068633"
14671,"yelihuan","","follower","stevie85068633"
14672,"007tonyc","Jersey City","follower","stevie85068633"
14673,"daoai","","follower","stevie85068633"
14674,"anta02","NY","follower","stevie85068633"
14675,"bruceluo","纽约","follower","stevie85068633"
14676,"patrioticbelief","","follower","stevie85068633"
14677,"grace_2212","","follower","stevie85068633"
14678,"jessej65456","Manchester Kentucky","follower","stevie85068633"
14679,"zy20220604","","follower","stevie85068633"
14680,"takeccp","🌸东京樱花团🌸","follower","stevie85068633"
14681,"drewjohn","","follower","stevie85068633"
14682,"guifeng","","follower","stevie85068633"
14683,"healy_8331","Texas","follower","stevie85068633"
14684,"samgmcnamee","ohio","follower","stevie85068633"
14685,"xxh596288","","follower","stevie85068633"
14686,"lavande","","follower","stevie85068633"
14687,"universalfamily","","follower","stevie85068633"
14688,"ximalaya7777777","圣城 香港🇭🇰","follower","stevie85068633"
14689,"maoshenglin","","follower","stevie85068633"
14690,"javelin1969","🍁🤡 Clown Land Canada 🤡🍁","follower","stevie85068633"
14691,"zhanying","","follower","stevie85068633"
14692,"bob_eckert","156.5K Total Followers","follower","stevie85068633"
14693,"realomarrshabazz","ORDER JUSTICE FOR GUO NOW!👇🏾","follower","stevie85068633"
14694,"isabella_3726","Tennessee, USA","follower","stevie85068633"
14695,"vojnaslo91","Vipavska dolina, Slovenija","follower","stevie85068633"
14696,"northtiger","","follower","stevie85068633"
14697,"weizhenbupo7749","The New Federal State of China","follower","stevie85068633"
14698,"pagco","","follower","stevie85068633"
14699,"minutemanfiles","MAGA REP California Worldwide","follower","stevie85068633"
14700,"bohati","Germany","follower","stevie85068633"
14701,"sarah826","🇺🇸🇺🇸🇺🇸🇺🇸","follower","stevie85068633"
14702,"lahill","Texas","follower","stevie85068633"
14703,"liuww","","follower","stevie85068633"
14704,"normalbloke","England","follower","stevie85068633"
14705,"takedown1234567","新中國聯邦","following","stevie85068633"
14706,"wefun","","following","stevie85068633"
14707,"worldanimals","","following","stevie85068633"
14708,"perigvhqrgij","","following","stevie85068633"
14709,"nancy_4397","","following","stevie85068633"
14710,"gdoller","神奈川县","following","stevie85068633"
14711,"sjy_4499","","following","stevie85068633"
14712,"jennifer62527","New York","following","stevie85068633"
14713,"austengallina3u","","following","stevie85068633"
14714,"martinmarueen_6529","","following","stevie85068633"
14715,"free777","","following","stevie85068633"
14716,"daolai","Free Miles Guo Now !","following","stevie85068633"
14717,"madisondave111","Miami Florida","following","stevie85068633"
14718,"q144114","火星","following","stevie85068633"
14719,"yelihuan","","following","stevie85068633"
14720,"xiaoci","新中国联邦","following","stevie85068633"
14721,"daoai","","following","stevie85068633"
14722,"007tonyc","Jersey City","following","stevie85068633"
14723,"anta02","NY","following","stevie85068633"
14724,"armandomendieta","","following","stevie85068633"
14725,"stupidx2","","following","stevie85068633"
14726,"missy5","","following","stevie85068633"
14727,"fergy007","","following","stevie85068633"
14728,"chezj","","following","stevie85068633"
14729,"bruceluo","纽约","following","stevie85068633"
14730,"jessej65456","Manchester Kentucky","following","stevie85068633"
14731,"grace_2212","","following","stevie85068633"
14732,"takeccp","🌸东京樱花团🌸","following","stevie85068633"
14733,"zy20220604","","following","stevie85068633"
14734,"healy_8331","Texas","following","stevie85068633"
14735,"guifeng","","following","stevie85068633"
14736,"samgmcnamee","ohio","following","stevie85068633"
14737,"lavande","","following","stevie85068633"
14738,"xxh596288","","following","stevie85068633"
14739,"mrburns","","following","stevie85068633"
14740,"maoshenglin","","following","stevie85068633"
14741,"ximalaya7777777","圣城 香港🇭🇰","following","stevie85068633"
14742,"universalfamily","","following","stevie85068633"
14743,"realomarrshabazz","ORDER JUSTICE FOR GUO NOW!👇🏾","following","stevie85068633"
14744,"zhanying","","following","stevie85068633"
14745,"northtiger","","following","stevie85068633"
14746,"vojnaslo91","Vipavska dolina, Slovenija","following","stevie85068633"
14747,"isabella_3726","Tennessee, USA","following","stevie85068633"
14748,"weizhenbupo7749","The New Federal State of China","following","stevie85068633"
14749,"pagco","","following","stevie85068633"
14750,"gettr","New York, NY","following","stevie85068633"
14751,"sarah826","🇺🇸🇺🇸🇺🇸🇺🇸","following","stevie85068633"
14752,"pedroescuela","","following","stevie85068633"
14753,"heibai00","","following","stevie85068633"
14754,"liuww","","following","stevie85068633"
14755,"donaldkaczmarek21","Everywhere V","follower","godfather21"
14756,"grace05","","follower","godfather21"
14757,"photobooth","","follower","godfather21"
14758,"zhihuihai","日本","follower","godfather21"
14759,"ztwfzdwl","","follower","godfather21"
14760,"patriotnewsnow","West Virginia","follower","godfather21"
14761,"fernandoella179","Washington DC","follower","godfather21"
14762,"mattelitestorm","Join Odysee","follower","godfather21"
14763,"yisheng20110906","","follower","godfather21"
14764,"mrspositive","Dallas Tx","follower","godfather21"
14765,"mmhsbrt91345","null","follower","godfather21"
14766,"orderofmarcusaurelius","","follower","godfather21"
14767,"christhompson2","Tampa","follower","godfather21"
14768,"theman2020","canada","follower","godfather21"
14769,"tendsansire","USA","follower","godfather21"
14770,"debbiepatricia","Texas USA","follower","godfather21"
14771,"adalyntinsley","","follower","godfather21"
14772,"elenahadley","","follower","godfather21"
14773,"shinjulee33243","台灣寶島農場傳送門","follower","godfather21"
14774,"ohmichael","⬇️Join @OHMichael’s Meme Group","follower","godfather21"
14775,"ligonierministriesfeed","","follower","godfather21"
14776,"mariamiler1","Denver","follower","godfather21"
14777,"alexandramadison","","follower","godfather21"
14778,"auroracarter","","follower","godfather21"
14779,"oaklynnharper","","follower","godfather21"
14780,"angeladelaney","","follower","godfather21"
14781,"graceemsley","","follower","godfather21"
14782,"getontrumptrain","","follower","godfather21"
14783,"annarichard","LA","follower","godfather21"
14784,"typ321","","follower","godfather21"
14785,"zhoyuan","","follower","godfather21"
14786,"dadrian96","Europe","follower","godfather21"
14787,"bubhux","Hilton Head Island, S.C.","follower","godfather21"
14788,"jessicajonson","LA","follower","godfather21"
14789,"af123","","follower","godfather21"
14790,"zaq1868","","follower","godfather21"
14791,"capitalistpigs","USA","follower","godfather21"
14792,"mayajonson","","follower","godfather21"
14793,"shinjulee","","follower","godfather21"
14794,"nicolethompson1","California","follower","godfather21"
14795,"sophiathomas87","","follower","godfather21"
14796,"helenmoore2","","follower","godfather21"
14797,"millasanchez","","follower","godfather21"
14798,"adler1962","Utah","follower","godfather21"
14799,"zoara","USA","follower","godfather21"
14800,"takingusaback","Washington, D.C. 🇺🇸","follower","godfather21"
14801,"gloriasanchez","","follower","godfather21"
14802,"usnavyveteran","North GA mountains","follower","godfather21"
14803,"yufu3541","","follower","godfather21"
14804,"onpassivesolutions","Kansas City Mo, USA","follower","godfather21"
14805,"gettr","New York, NY","following","godfather21"
14806,"jamesokeefeiii","New York","following","godfather21"
14807,"tommyrobinson1","ENGLAND","following","godfather21"
14808,"repmattgaetz","Florida's First District","following","godfather21"
14809,"infowars","Austin, Texas","following","godfather21"
14810,"nancybaker989","North Carolina","follower","shootem"
14811,"ccmiddleton1967","Arkansas","follower","shootem"
14812,"magajohn48blog","Kansas","follower","shootem"
14813,"jwdr1","Tulsa, OK area","follower","shootem"
14814,"sjy_4499","","follower","shootem"
14815,"gdoller","神奈川县","follower","shootem"
14816,"republican_team_","","follower","shootem"
14817,"daolai","Free Miles Guo Now !","follower","shootem"
14818,"jessicalopez11281","","follower","shootem"
14819,"samanthacruz8","","follower","shootem"
14820,"seananderson549","","follower","shootem"
14821,"imafukuupbuttercupp","Chinada Republik of the damned","follower","shootem"
14822,"kuaiyaoliangle","NFSC","follower","shootem"
14823,"dawnrose72","","follower","shootem"
14824,"dongtian2008","","follower","shootem"
14825,"patrickpeterson409","","follower","shootem"
14826,"1conserve","","follower","shootem"
14827,"heatherlouie942","","follower","shootem"
14828,"floridagirlathena","Somewhere","follower","shootem"
14829,"marteau","法国🇫🇷","follower","shootem"
14830,"sweden1","","follower","shootem"
14831,"jairus1","New Federal State of China","follower","shootem"
14832,"pangu_pilinian","","follower","shootem"
14833,"waddyt3","Charlotte NC","follower","shootem"
14834,"fiona_8035","","follower","shootem"
14835,"zeana","","follower","shootem"
14836,"johnsanchez7784","","follower","shootem"
14837,"yelihuan","","follower","shootem"
14838,"wefun","","follower","shootem"
14839,"ciao_isabella","The Cape","follower","shootem"
14840,"pamelaconnor094","Raleigh, NC","follower","shootem"
14841,"treborj","South Carolina","follower","shootem"
14842,"samgmcnamee","ohio","follower","shootem"
14843,"prayingmedic","Phoenix","follower","shootem"
14844,"darepuz","","follower","shootem"
14845,"1goodl","Kentucky","follower","shootem"
14846,"dpadams6","","follower","shootem"
14847,"paulmartin223","","follower","shootem"
14848,"kennicott5","Camano Island, Washington","follower","shootem"
14849,"pj755118","Alabama","follower","shootem"
14850,"nfscnews","New Federal State of China","follower","shootem"
14851,"rainer_stoff","","follower","shootem"
14852,"confidence_9389","","follower","shootem"
14853,"kgwudi008","","follower","shootem"
14854,"xingminnver","","follower","shootem"
14855,"edivaldo1001","Brasília/Brasil","follower","shootem"
14856,"samchanbo","","follower","shootem"
14857,"faith_0629","Houston","follower","shootem"
14858,"minniecr","","follower","shootem"
14859,"saltybeaner","👑👑👑GAB.COM is KING👑👑👑","follower","shootem"
14860,"nancybaker989","North Carolina","following","shootem"
14861,"ccmiddleton1967","Arkansas","following","shootem"
14862,"magajohn48blog","Kansas","following","shootem"
14863,"jwdr1","Tulsa, OK area","following","shootem"
14864,"sjy_4499","","following","shootem"
14865,"republican_team_","","following","shootem"
14866,"daolai","Free Miles Guo Now !","following","shootem"
14867,"jessicalopez11281","","following","shootem"
14868,"iufan","Midwest","following","shootem"
14869,"dawnrose72","","following","shootem"
14870,"patrickpeterson409","","following","shootem"
14871,"1conserve","","following","shootem"
14872,"floridagirlathena","Somewhere","following","shootem"
14873,"marteau","法国🇫🇷","following","shootem"
14874,"pangu_pilinian","","following","shootem"
14875,"waddyt3","Charlotte NC","following","shootem"
14876,"yelihuan","","following","shootem"
14877,"wefun","","following","shootem"
14878,"pamelaconnor094","Raleigh, NC","following","shootem"
14879,"treborj","South Carolina","following","shootem"
14880,"talkmullins","","following","shootem"
14881,"paulmartin223","","following","shootem"
14882,"1goodl","Kentucky","following","shootem"
14883,"darepuz","","following","shootem"
14884,"dpadams6","","following","shootem"
14885,"kennicott5","Camano Island, Washington","following","shootem"
14886,"pj755118","Alabama","following","shootem"
14887,"nfscnews","New Federal State of China","following","shootem"
14888,"rainer_stoff","","following","shootem"
14889,"snohomishliving","Texas","following","shootem"
14890,"faith_0629","Houston","following","shootem"
14891,"minniecr","","following","shootem"
14892,"saltybeaner","👑👑👑GAB.COM is KING👑👑👑","following","shootem"
14893,"ohmichael","⬇️Join @OHMichael’s Meme Group","following","shootem"
14894,"usalu","","following","shootem"
14895,"universalfamily","","following","shootem"
14896,"emalyno","","following","shootem"
14897,"camshaft1","Florida","following","shootem"
14898,"noyan_7285","","following","shootem"
14899,"manburensheng2","","following","shootem"
14900,"lsn326","","following","shootem"
14901,"devin","The New Federal State of China","following","shootem"
14902,"pointblank1960","Soviet Illinois","following","shootem"
14903,"worldanimals","","following","shootem"
14904,"larryfish","","following","shootem"
14905,"samanthar2","","following","shootem"
14906,"republican_partynews","","following","shootem"
14907,"petalumajock","Houston, Texas, Area, Rosharon","following","shootem"
14908,"medicalparamedicredcross","Nyc","following","shootem"
14909,"andrewsimpson","London UK","following","shootem"
14910,"anna1_5632","Kentucky","follower","leo_tori"
14911,"ashley0011","Seattle","follower","leo_tori"
14912,"nancybaker989","North Carolina","follower","leo_tori"
14913,"karinawyatt","","follower","leo_tori"
14914,"sarah_1676","Los Angeles","follower","leo_tori"
14915,"tabithapickens620","United state","follower","leo_tori"
14916,"faye_g","","follower","leo_tori"
14917,"sarah_martin0397","Houston Tx","follower","leo_tori"
14918,"kgblg","USA","follower","leo_tori"
14919,"baixuebingqing1","","follower","leo_tori"
14920,"crystalclear_12345","","follower","leo_tori"
14921,"victorialove121","Colorado ,springs","follower","leo_tori"
14922,"zhihuihai","日本","follower","leo_tori"
14923,"trump_time_5076","United States","follower","leo_tori"
14924,"sapioo_5815","","follower","leo_tori"
14925,"georgina_ellie_","","follower","leo_tori"
14926,"unregisteredrebell","Usa","follower","leo_tori"
14927,"dagmar_8495","Arizona","follower","leo_tori"
14928,"blogsite","","follower","leo_tori"
14929,"emilyjeanhumke4","🇺🇸","follower","leo_tori"
14930,"emmasimpson361","","follower","leo_tori"
14931,"gettr4one","","follower","leo_tori"
14932,"jasonmomoa_8223","","follower","leo_tori"
14933,"republican_team_","","follower","leo_tori"
14934,"hxdf2021","","follower","leo_tori"
14935,"fishlander","Vermont","follower","leo_tori"
14936,"rachelyyy","","follower","leo_tori"
14937,"elgriz","NW Florida Panhandle…sometimes","follower","leo_tori"
14938,"keisha_expert","Louisville Kentucky (USA)","follower","leo_tori"
14939,"clarawilsonn65","North Carolina","follower","leo_tori"
14940,"trueokie","MAGAdonia","follower","leo_tori"
14941,"andy31120975","","follower","leo_tori"
14942,"rose_owen_5285","Ukraine","follower","leo_tori"
14943,"dbl55555","","follower","leo_tori"
14944,"laughinghyena","","follower","leo_tori"
14945,"paulinegousa","Thank God, I live in America!","follower","leo_tori"
14946,"beinggood2","","follower","leo_tori"
14947,"daolai","Free Miles Guo Now !","follower","leo_tori"
14948,"beemolly47","","follower","leo_tori"
14949,"victoriamoss143","Somewhere in Canada","follower","leo_tori"
14950,"daoai","","follower","leo_tori"
14951,"jeffro75","Usa","follower","leo_tori"
14952,"hillsjuliana","","follower","leo_tori"
14953,"miranda_alex","","follower","leo_tori"
14954,"rachelaustin434","","follower","leo_tori"
14955,"popetroy","Johannesburg","follower","leo_tori"
14956,"lyraqi","","follower","leo_tori"
14957,"melodyakagbuo","Spain","follower","leo_tori"
14958,"pastorrmcgarry","The Spirit of Christianity","follower","leo_tori"
14959,"shirley_6596","","follower","leo_tori"
14960,"victorialove121","Colorado ,springs","following","leo_tori"
14961,"magaamericafirst","","following","leo_tori"
14962,"bonitabeachbabe_1","","following","leo_tori"
14963,"debbiescards","Texas","following","leo_tori"
14964,"trumpgirl21","Texas","following","leo_tori"
14965,"rose_owen_5285","Ukraine","following","leo_tori"
14966,"kekemycat","Bayfield, Co","following","leo_tori"
14967,"pissedoffnurse","Idaho","following","leo_tori"
14968,"misslexi9162","","following","leo_tori"
14969,"elizabeth_5193","","following","leo_tori"
14970,"britneyspears540","","following","leo_tori"
14971,"sandradxdn","New Jersey","following","leo_tori"
14972,"jenniferrobertson5050","","following","leo_tori"
14973,"shirleybaby","Los Angeles","following","leo_tori"
14974,"karen_lovejoy","Commiefornia hi dez","following","leo_tori"
14975,"gettr","New York, NY","following","leo_tori"
14976,"porthosundlady","Germany 😎 NRW","following","leo_tori"
14977,"heidiw","USA","following","leo_tori"
14978,"elonmusk620","Texas","following","leo_tori"
14979,"sandra_jameson","","following","leo_tori"
14980,"woodstock1952","South Carolina / Côte D’Azur","following","leo_tori"
14981,"dolly0811","TEXAS, USA","following","leo_tori"
14982,"lorretawhite","","following","leo_tori"
14983,"gasaljus","","following","leo_tori"
14984,"draggonfly","","following","leo_tori"
14985,"raymondpowell7c","","following","leo_tori"
14986,"runner66","Ohio","following","leo_tori"
14987,"bettybrooks","","following","leo_tori"
14988,"andrea_0438","Washington","following","leo_tori"
14989,"lindamariacarrillo_8263","Lost Angeles Westside","following","leo_tori"
14990,"mikewooley","nunya","following","leo_tori"
14991,"joanie61","Texas","following","leo_tori"
14992,"michelleqz1","United States","following","leo_tori"
14993,"meyersarah","","following","leo_tori"
14994,"saarah_4089","California","following","leo_tori"
14995,"cyn10","Ny","following","leo_tori"
14996,"freewill","Himalaya  Patriot’s CA🇺🇸","following","leo_tori"
14997,"austengallina3u","","following","leo_tori"
14998,"pearl4","king nc","following","leo_tori"
14999,"fiona_8035","","following","leo_tori"
15000,"kathrynedunn","Washington","following","leo_tori"
15001,"macathy7830","","following","leo_tori"
15002,"farencutie","","following","leo_tori"
15003,"sandramaxwell616","USA","following","leo_tori"
15004,"karymary157","United States","following","leo_tori"
15005,"libby9843","Ellisville, MO","following","leo_tori"
15006,"kansasfarmgirl","Western Kansas","following","leo_tori"
15007,"marisa65","smokey mountain Tennessee","following","leo_tori"
15008,"lisak1st","Canada","following","leo_tori"
15009,"leekira115","Canada 🇨🇦","following","leo_tori"
15010,"20000_leagues","","follower","soho70"
15011,"wendaoliu","新中国联邦","follower","soho70"
15012,"ciger24","","follower","soho70"
15013,"toby15","","follower","soho70"
15014,"microomann1","","follower","soho70"
15015,"weizhenbupo7749","The New Federal State of China","follower","soho70"
15016,"tkfort","Buffalo","follower","soho70"
15017,"eyemanit","✝️ROMANS 10-9-10✝️ 🏛️TN 🏛️","follower","soho70"
15018,"todster1","Great Lakes Region","follower","soho70"
15019,"nurselesliern","","follower","soho70"
15020,"beatles1965jad","Sun Shine State","follower","soho70"
15021,"aqswdefrgt1","Melbourne, Australia, Victoria","follower","soho70"
15022,"jengiscon","Raleigh, North Carolina, USA","follower","soho70"
15023,"blackrobearmy","Apollo Beach, Fl","follower","soho70"
15024,"flakjakx","","follower","soho70"
15025,"honeybumbles840","Asheville NC","follower","soho70"
15026,"keiko1104","Tampa Florida","follower","soho70"
15027,"sapioo_5815","","follower","soho70"
15028,"mattelitestorm","Join Odysee","follower","soho70"
15029,"martyroscoe101","USA","follower","soho70"
15030,"sheriwhalennyc","","follower","soho70"
15031,"ghostridder","Somewhere","follower","soho70"
15032,"janost","Thailand","follower","soho70"
15033,"robdanger","USA","follower","soho70"
15034,"donaldtrumpbpe","","follower","soho70"
15035,"mdcg1577777","","follower","soho70"
15036,"jenkins123","","follower","soho70"
15037,"markpstengel","Las Vegas, Nevada","follower","soho70"
15038,"lissmela","","follower","soho70"
15039,"catydid","USA","follower","soho70"
15040,"condor94","","follower","soho70"
15041,"uriahthehittite","","follower","soho70"
15042,"ra7292008","","follower","soho70"
15043,"skybounder","Michigan","follower","soho70"
15044,"mattelitestormisvegan","","follower","soho70"
15045,"tianlinxiang2022","","follower","soho70"
15046,"worldanimals","","follower","soho70"
15047,"wefun","","follower","soho70"
15048,"jinshaozi","","follower","soho70"
15049,"tl1413","","follower","soho70"
15050,"runesocean","","follower","soho70"
15051,"loyceb","欢迎加入雅典娜农场","follower","soho70"
15052,"huyidao","NYC,NY","follower","soho70"
15053,"cj198616_","美国纽约曼哈顿","follower","soho70"
15054,"handong","USA","follower","soho70"
15055,"edivaldo31","Brasil","follower","soho70"
15056,"bigbob63","Dallas, tx","follower","soho70"
15057,"laustinw","🤷‍♂️","follower","soho70"
15058,"i_know_best","♥️ Eastern Shore Virginia","follower","soho70"
15059,"trumpgirl2020","Demrat state","follower","soho70"
15060,"repmattgaetz","Florida's First District","following","soho70"
15061,"gettr","New York, NY","following","soho70"
15062,"wenink","𝕹𝕱𝕾𝕮","follower","southdakotastrong"
15063,"onemile","New York","follower","southdakotastrong"
15064,"rrrjj144114","","follower","southdakotastrong"
15065,"mihuyiya1","","follower","southdakotastrong"
15066,"mermaid26","Medford, New York Suffolk","follower","southdakotastrong"
15067,"gdoller","神奈川县","follower","southdakotastrong"
15068,"tll_4949","","follower","southdakotastrong"
15069,"tivepos56","","follower","southdakotastrong"
15070,"zhanying","","follower","southdakotastrong"
15071,"anasmith565","","follower","southdakotastrong"
15072,"kevinyoung","+kevin","follower","southdakotastrong"
15073,"gtvfowzq","","follower","southdakotastrong"
15074,"xiwangqishan","tokyo","follower","southdakotastrong"
15075,"immoralbutlegal","Republic of Texas","follower","southdakotastrong"
15076,"shoveling","","follower","southdakotastrong"
15077,"cavebush","43.388435x~123.3","follower","southdakotastrong"
15078,"tikng01","","follower","southdakotastrong"
15079,"danasioux","","follower","southdakotastrong"
15080,"den_w","District 6 South Carolina","follower","southdakotastrong"
15081,"lixiaoyu","","follower","southdakotastrong"
15082,"milesliyao","","follower","southdakotastrong"
15083,"yandongwang","","follower","southdakotastrong"
15084,"derekhero","Vancouver,Canada🍁","follower","southdakotastrong"
15085,"yelihuan","","follower","southdakotastrong"
15086,"ccmiddleton1967","Arkansas","follower","southdakotastrong"
15087,"flatmel","","follower","southdakotastrong"
15088,"cjztz","","follower","southdakotastrong"
15089,"tog71","Surrey, Essex and London","follower","southdakotastrong"
15090,"icemanx10","Grand Prairie,  🇨🇱","follower","southdakotastrong"
15091,"mifenggonzhu","","follower","southdakotastrong"
15092,"aika1049","","follower","southdakotastrong"
15093,"fazzahamdan1","Unite Arab Emirates","follower","southdakotastrong"
15094,"thinkingbird","","follower","southdakotastrong"
15095,"fritzzludwig","","follower","southdakotastrong"
15096,"mylah","","follower","southdakotastrong"
15097,"fiscal_patriot","Soviet Republic of New York","follower","southdakotastrong"
15098,"gettr777777123","🌸大阪🌸","follower","southdakotastrong"
15099,"dandaman20","Michigan","follower","southdakotastrong"
15100,"jimmylst","","follower","southdakotastrong"
15101,"miles007","New Federal State of China","follower","southdakotastrong"
15102,"texaspb","Texas Houston","follower","southdakotastrong"
15103,"dajiao","","follower","southdakotastrong"
15104,"ctwork","Oregon","follower","southdakotastrong"
15105,"jeanmilton","","follower","southdakotastrong"
15106,"tonygunter","Ohio","follower","southdakotastrong"
15107,"bob_owen","Casper, WY","follower","southdakotastrong"
15108,"dr_cbyron","HAWAII 🌺IDAHO 🇺🇸ISRAEL 🇮🇱","follower","southdakotastrong"
15109,"eastoncorbindan","Nashville, Tennessee","follower","southdakotastrong"
15110,"lyf008","","follower","southdakotastrong"
15111,"xsfh2021","","follower","southdakotastrong"
15112,"lucio38","FRANCE","following","southdakotastrong"
15113,"andrea_2492","US Sector - Lake Constance","following","southdakotastrong"
15114,"flatmel","","following","southdakotastrong"
